location,BHK,total_sqmeter,bath,price
Mahadevpura,1,67.82,1,388134.25
Mahadevpura,3,133.22,2,747324.77
Mahadevpura,2,106.47,2,596617.79
Mahadevpura,2,142.33,2,687552.1
Mahadevpura,3,150.5,2,842805.8
Mahadevpura,2,105.54,2,715275.97
Mahadevpura,3,130.06,2,729692.39
Mahadevpura,2,105.63,2,592181.97
Mahadevpura,3,148.74,3,1053507.25
Mahadevpura,3,134.71,3,831716.25
Mahadevpura,2,107.02,2,598835.7
Mahadevpura,2,112.6,2,630995.39
Mahadevpura,3,139.82,3,709731.2
Mahadevpura,3,139.82,3,864984.9
Mahadevpura,3,139.35,2,776268.5
Mahadevpura,2,114.83,2,643193.9
Mahadevpura,2,114.83,2,643193.9
Mahadevpura,2,104.05,2,587746.15
Mahalakshmi Layout,4,146.32,5,1752148.9
Mahalakshmi Layout,2,102.66,2,887164.0
Mahalakshmi Layout,4,111.48,3,1774328.0
Mahalakshmi Layout,3,111.48,2,1219850.5
Mahalakshmi Layout,3,174.28,3,1663432.5
Mallasandra,3,154.68,3,1053507.25
Mallasandra,3,154.68,3,960133.24
Mallasandra,2,124.49,2,676462.55
Mallasandra,2,123.1,2,776268.5
Mallasandra,3,154.68,3,963792.79
Mallasandra,2,123.1,2,776268.5
Mallasandra,2,84.08,2,443582.0
Mallasandra,2,123.1,2,720820.75
Mallasandra,2,123.1,2,809537.15
Mallasandra,2,145.39,2,765178.95
Mallasandra,2,84.08,2,388134.25
Mallasandra,3,141.58,2,798447.6
Mallasandra,3,102.19,2,846132.66
Malleshpalya,2,105.91,2,515664.07
Malleshpalya,2,113.81,2,519656.31
Malleshpalya,3,165.83,3,831716.25
Malleshpalya,2,97.73,2,554477.5
Malleshpalya,3,130.53,2,853895.35
Malleshpalya,2,98.94,2,554477.5
Malleshpalya,2,112.41,2,609925.25
Malleshpalya,3,176.51,3,665373.0
Malleshpalya,2,98.48,2,443582.0
Malleshpalya,3,132.85,2,770723.72
Malleshpalya,2,132.01,2,998059.5
Malleshpalya,2,115.66,2,609925.25
Malleshpalya,2,111.48,2,510119.3
Malleshpalya,2,113.81,2,576656.6
Malleshwaram,1,65.5,1,742999.85
Malleshwaram,7,1114.83,7,24397010.0
Malleshwaram,4,232.26,5,3604103.75
Malleshwaram,3,186.36,3,3293596.35
Malleshwaram,1,63.73,1,693096.88
Malleshwaram,3,229.93,4,3681730.6
Malleshwaram,3,242.47,3,4424730.45
Malleshwaram,3,229.93,4,3548656.0
Malleshwaram,2,83.61,2,1053507.25
Malleshwaram,2,131.92,2,1752148.9
Malleshwaram,3,185.8,3,2772387.5
Malleshwaram,3,205.78,3,3049626.25
Malleshwaram,3,148.64,3,1774328.0
Malleshwaram,3,229.93,4,3326865.0
Malleshwaram,3,241.55,3,2628223.35
Malleshwaram,3,205.78,4,3437760.5
Malleshwaram,1,44.59,1,665373.0
Malleshwaram,2,119.84,2,1330746.0
Malleshwaram,3,229.93,4,3615193.3
Malleshwaram,3,230.03,3,3737178.35
Malleshwaram,2,83.61,2,998059.5
Malleshwaram,3,209.03,3,2217910.0
Malleshwaram,3,190.45,4,2994178.5
Malleshwaram,2,83.61,2,798447.6
Malleshwaram,1,57.6,1,962572.94
Malleshwaram,2,55.74,1,754089.4
Malleshwaram,3,229.93,4,3737178.35
Malleshwaram,3,205.78,3,3049626.25
Malleshwaram,3,205.78,3,3659551.5
Malleshwaram,4,260.13,4,2794566.6
Malleshwaram,2,94.76,2,887164.0
Malleshwaram,2,55.74,1,998059.5
Malleshwaram,3,204.38,3,3049626.25
Malleshwaram,3,229.93,4,3615193.3
Malleshwaram,2,139.35,2,1552537.0
Malleshwaram,3,229.93,4,3770447.0
Malleshwaram,2,130.06,2,2107014.5
Malleshwaram,3,229.93,4,3326865.0
Malleshwaram,3,222.97,3,4214029.0
Malleshwaram,1,53.88,1,499029.75
Malleshwaram,2,130.99,2,1386193.75
Malleshwaram,4,242.47,4,3393402.3
Marathahalli,3,121.7,3,701414.04
Marathahalli,2,113.34,2,632104.35
Marathahalli,2,111.48,2,576656.6
Marathahalli,2,111.48,2,665373.0
Marathahalli,3,179.58,3,1552537.0
Marathahalli,2,88.26,2,520765.27
Marathahalli,2,114.27,2,887164.0
Marathahalli,4,353.03,4,2772387.5
Marathahalli,2,94.67,2,552814.07
Marathahalli,2,112.88,2,742999.85
Marathahalli,4,202.62,3,1685611.6
Marathahalli,2,108.7,2,587746.15
Marathahalli,2,94.67,2,552924.96
Marathahalli,2,123.1,2,793457.3
Marathahalli,2,113.34,2,626559.57
Marathahalli,3,146.32,3,864984.9
Marathahalli,2,107.02,2,621014.8
Marathahalli,3,149.57,3,998059.5
Marathahalli,2,106.47,2,776268.5
Marathahalli,4,371.61,5,2350984.6
Marathahalli,3,136.47,3,986969.95
Marathahalli,3,142.14,3,826171.47
Marathahalli,3,170.94,3,1086775.9
Marathahalli,4,367.06,4,2439701.0
Marathahalli,3,125.42,2,687552.1
Marathahalli,4,234.02,5,2051566.75
Marathahalli,3,128.67,2,739118.51
Marathahalli,2,88.91,2,520099.89
Marathahalli,3,147.06,3,1164402.75
Marathahalli,4,234.49,5,2107014.5
Marathahalli,3,125.42,3,798447.6
Marathahalli,4,371.61,5,2350984.6
Marathahalli,3,142.6,3,803992.38
Marathahalli,2,99.5,2,579428.99
Marathahalli,2,112.88,2,652730.91
Marathahalli,2,102.38,2,595176.15
Marathahalli,3,176.51,3,1364014.65
Marathahalli,2,97.08,2,665373.0
Marathahalli,3,121.24,2,765178.95
Marathahalli,2,112.88,2,652730.91
Marathahalli,2,126.81,2,809537.15
Marathahalli,4,353.03,4,2273357.75
Marathahalli,4,361.85,4,2439701.0
Marathahalli,3,165.83,3,1042417.7
Marathahalli,4,371.61,4,2439701.0
Marathahalli,2,112.23,2,776268.5
Marathahalli,2,123.1,1,1020238.6
Marathahalli,3,141.68,3,998059.5
Marathahalli,3,179.95,3,1552537.0
Marathahalli,3,144.0,3,920432.65
Marathahalli,2,125.42,2,953701.3
Marathahalli,2,88.91,2,521208.85
Marathahalli,4,371.61,4,2439701.0
Marathahalli,2,114.27,2,632104.35
Marathahalli,2,111.48,2,643193.9
Marathahalli,3,153.29,3,958691.6
Marathahalli,1,56.39,1,388134.25
Marathahalli,3,147.06,3,1208760.95
Marathahalli,2,99.87,2,581425.11
Marathahalli,2,126.35,2,1142223.65
Marathahalli,2,113.34,2,648738.67
Marathahalli,2,88.26,2,506570.64
Marathahalli,1,57.13,1,487940.2
Marathahalli,3,148.18,3,998059.5
Marathahalli,2,125.42,2,986969.95
Marathahalli,2,94.76,2,632104.35
Marathahalli,2,148.64,3,975880.4
Marathahalli,1,72.46,1,609925.25
Marathahalli,3,158.86,3,1108955.0
Marathahalli,3,142.14,3,815081.92
Marathahalli,2,126.16,2,898253.55
Marathahalli,2,111.95,2,831716.25
Marathahalli,3,160.72,3,1219850.5
Marathahalli,3,147.06,3,1275298.25
Marathahalli,2,111.48,2,742999.85
Marathahalli,2,101.73,2,665373.0
Marathahalli,2,98.48,2,532298.4
Marathahalli,2,97.55,2,720820.75
Marathahalli,2,102.38,2,595176.15
Marathahalli,2,95.32,2,553923.02
Marathahalli,4,366.03,4,2439701.0
Marathahalli,3,133.31,3,809537.15
Marathahalli,2,113.34,2,654283.45
Marathahalli,2,81.85,2,532963.77
Marathahalli,3,104.98,2,643193.9
Marathahalli,3,158.86,3,1108955.0
Marathahalli,3,156.08,3,1164402.75
Marathahalli,3,177.44,3,1319656.45
Marathahalli,2,148.83,2,1153313.2
Marathahalli,1,65.03,1,421402.9
Marathahalli,3,136.47,3,986969.95
Marathahalli,3,128.67,2,759634.17
Marathahalli,3,157.0,3,1286387.8
Marathahalli,2,98.94,2,609925.25
Marathahalli,3,157.28,3,1386193.75
Marathahalli,3,157.28,3,1386193.75
Marathahalli,2,111.11,2,642084.94
Marathahalli,3,148.18,3,975880.4
Marathahalli,3,197.14,3,1386193.75
Marathahalli,3,160.72,3,1275298.25
Marathahalli,4,371.61,4,2217910.0
Marathahalli,3,111.48,2,645079.12
Marathahalli,2,104.52,2,609925.25
Marathahalli,3,181.16,3,1275298.25
Marathahalli,2,116.13,2,754089.4
Marathahalli,2,104.52,2,629886.44
Marathahalli,2,125.42,2,998059.5
Marathahalli,2,111.48,2,587746.15
Marathahalli,4,232.26,5,1940671.25
Marathahalli,2,88.91,2,521208.85
Marathahalli,4,358.14,4,2439701.0
Marathahalli,3,149.11,3,842805.8
Marathahalli,2,125.42,2,665373.0
Marathahalli,4,315.87,4,2606044.25
Marathahalli,2,125.42,2,1097865.45
Marathahalli,3,121.7,3,701081.35
Marathahalli,2,119.38,2,609925.25
Marathahalli,4,232.26,5,2007208.55
Marathahalli,4,353.03,4,2606044.25
Marathahalli,4,367.06,4,2550596.5
Marathahalli,2,104.52,2,607707.34
Marathahalli,3,157.93,3,1397283.3
Marathahalli,3,122.17,2,665373.0
Marathahalli,2,117.99,2,809537.15
Marathahalli,3,142.14,3,787358.05
Marathahalli,2,88.26,2,517881.98
Marathahalli,3,144.0,3,942611.75
Marathahalli,2,94.67,2,552924.96
Marathahalli,2,106.28,2,720820.75
Marathahalli,2,115.2,2,609925.25
Marathahalli,1,102.19,2,831716.25
Marathahalli,2,107.4,2,576656.6
Marathahalli,4,234.49,5,1996119.0
Marathahalli,2,105.44,2,665373.0
Marathahalli,3,170.85,3,1441641.5
Marathahalli,2,108.7,2,942611.75
Marathahalli,2,102.38,2,595176.15
Marathahalli,3,102.94,2,665373.0
Marathahalli,3,134.62,3,1219850.5
Marathahalli,2,126.35,2,1120044.55
Marathahalli,2,95.32,2,556473.62
Marathahalli,3,167.22,3,1053507.25
Marathahalli,3,153.29,3,942611.75
Marathahalli,2,117.99,2,887164.0
Marathahalli,2,102.19,2,554477.5
Marathahalli,2,111.11,2,642639.42
Marathahalli,3,121.7,3,701414.04
Marathahalli,3,137.96,2,998059.5
Marathahalli,2,106.47,2,765178.95
Margondanahalli,2,101.26,2,643193.9
Margondanahalli,2,111.48,2,648738.67
Margondanahalli,2,111.48,2,742999.85
Margondanahalli,3,111.48,2,720820.75
Margondanahalli,2,111.48,1,587746.15
Margondanahalli,2,92.9,2,632104.35
Margondanahalli,3,150.97,3,887164.0
Margondanahalli,2,55.74,2,388134.25
Margondanahalli,2,111.48,2,765178.95
Margondanahalli,2,83.61,2,543387.95
Margondanahalli,2,105.91,2,665373.0
Margondanahalli,2,83.61,2,609925.25
Margondanahalli,2,102.19,2,609925.25
Margondanahalli,2,83.61,2,609925.25
Margondanahalli,2,107.02,1,731910.3
Margondanahalli,3,134.52,3,776268.5
Margondanahalli,2,111.48,2,720820.75
Margondanahalli,2,97.55,2,643193.9
Margondanahalli,2,107.77,2,720820.75
Margondanahalli,2,123.93,2,751427.91
Marsur,4,167.22,4,1607984.75
Marsur,3,111.48,3,998059.5
Marsur,3,111.48,3,1330746.0
Mico Layout,9,464.51,9,2328805.5
Mico Layout,3,144.0,2,720820.75
Mico Layout,2,104.52,2,443582.0
Mico Layout,2,110.55,2,435264.84
Mico Layout,1,74.32,1,327141.72
Mico Layout,3,116.13,2,487940.2
Mico Layout,2,108.79,2,432492.45
Mico Layout,2,111.48,2,593290.92
Mico Layout,3,155.15,3,654283.45
Mico Layout,2,105.91,2,476850.65
Munnekollal,2,108.7,2,576656.6
Munnekollal,2,102.38,2,595176.15
Munnekollal,3,129.13,3,754089.4
Munnekollal,2,111.48,2,548932.72
Munnekollal,2,88.26,2,515664.07
Munnekollal,3,144.93,3,831716.25
Munnekollal,3,162.58,3,959246.07
Munnekollal,3,128.67,2,737455.07
Munnekollal,2,100.33,2,499029.75
Munnekollal,2,108.7,2,654283.45
Munnekollal,3,143.07,2,776268.5
Munnekollal,3,111.48,2,642084.94
Munnekollal,2,95.69,2,558469.74
Murugeshpalya,2,120.4,2,898253.55
Murugeshpalya,3,144.0,3,820626.7
Murugeshpalya,3,171.4,3,1009149.05
Murugeshpalya,2,110.09,2,942611.75
Murugeshpalya,2,113.81,2,532298.4
Murugeshpalya,3,179.3,3,831716.25
Murugeshpalya,3,148.64,2,720820.75
Murugeshpalya,3,124.86,2,621014.8
Murugeshpalya,3,139.35,2,776268.5
Murugeshpalya,3,172.33,3,1064596.8
Murugeshpalya,2,109.16,2,831716.25
Mysore Road,2,109.16,2,815081.92
Mysore Road,3,158.86,4,1012586.81
Mysore Road,2,94.76,2,542833.47
Mysore Road,2,109.16,2,815081.92
Mysore Road,2,99.41,2,499029.75
Mysore Road,2,115.11,2,587746.15
Mysore Road,2,98.48,2,687552.1
Mysore Road,2,91.04,2,504241.84
Mysore Road,2,82.03,2,443582.0
Mysore Road,3,141.68,3,1064596.8
Mysore Road,2,111.48,2,720820.75
Mysore Road,3,124.49,2,713168.96
Mysore Road,3,100.52,3,560022.27
Mysore Road,3,124.49,2,713168.96
Mysore Road,2,82.03,2,454117.07
Mysore Road,2,99.41,2,550596.16
Mysore Road,3,100.52,3,554477.5
Mysore Road,2,82.03,2,554477.5
Mysore Road,2,107.3,2,565567.05
Mysore Road,2,93.18,2,476850.65
Mysore Road,2,114.92,2,809537.15
Mysore Road,2,82.03,2,499029.75
Mysore Road,2,108.7,2,720820.75
Mysore Road,2,95.64,2,563959.07
Mysore Road,2,87.33,2,483615.28
Mysore Road,3,139.35,3,820626.7
Mysore Road,2,94.76,2,542833.47
Mysore Road,3,145.67,2,1108955.0
Mysore Road,3,130.99,2,709731.2
Mysore Road,2,109.16,2,781813.27
Mysore Road,3,100.33,2,665373.0
Mysore Road,3,139.35,3,776268.5
Mysore Road,2,82.03,2,410313.35
Mysore Road,3,100.52,2,499029.75
NGR Layout,2,94.76,2,509010.34
NGR Layout,2,102.66,2,551483.32
NGR Layout,2,94.95,2,509010.34
NGR Layout,2,94.76,2,499029.75
NGR Layout,2,94.67,2,509010.34
NGR Layout,2,94.76,2,510119.3
NGR Layout,2,94.85,2,510119.3
NGR Layout,2,94.85,2,509010.34
NRI Layout,3,145.39,2,831716.25
NRI Layout,5,232.26,5,1441641.5
NRI Layout,2,104.52,2,505239.9
NRI Layout,4,199.74,4,1275298.25
NRI Layout,2,116.13,2,831716.25
NRI Layout,3,166.2,3,831716.25
NRI Layout,3,160.81,3,710951.05
NRI Layout,2,222.97,2,1386193.75
Nagarbhavi,3,151.43,2,1086775.9
Nagarbhavi,3,125.42,3,1663432.5
Nagarbhavi,2,111.48,2,1663432.5
Nagarbhavi,3,141.49,2,592181.97
Nagarbhavi,3,222.97,3,1774328.0
Nagarbhavi,1,82.13,2,399223.8
Nagarbhavi,2,98.01,2,609925.25
Nagarbhavi,3,125.42,2,605489.43
Nagarbhavi,2,113.62,2,665373.0
Nagarbhavi,2,88.81,2,543387.95
Nagarbhavi,3,144.93,3,731910.3
Nagarbhavi,2,111.48,2,1663432.5
Nagarbhavi,3,130.06,2,942611.75
Nagarbhavi,3,140.75,2,876074.45
Nagarbhavi,2,106.37,2,443582.0
Nagarbhavi,1,27.87,1,221791.0
Nagarbhavi,4,116.13,3,1940671.25
Nagarbhavi,1,65.96,2,443582.0
Nagarbhavi,3,171.87,3,975880.4
Nagarbhavi,2,112.6,2,554477.5
Nagarbhavi,2,94.76,2,609925.25
Nagarbhavi,3,171.87,3,998059.5
Nagarbhavi,2,104.05,2,587746.15
Nagarbhavi,3,171.87,2,975880.4
Nagarbhavi,2,106.47,2,554477.5
Nagarbhavi,3,171.87,2,986969.95
Nagarbhavi,2,110.55,2,698641.65
Nagarbhavi,3,141.49,2,621014.8
Nagarbhavi,2,97.55,2,887164.0
Nagarbhavi,5,232.26,3,1996119.0
Nagarbhavi,3,125.42,3,665373.0
Nagarbhavi,2,116.13,3,1885223.5
Nagarbhavi,3,151.9,3,942611.75
Nagarbhavi,3,130.06,2,1497089.25
Nagarbhavi,3,204.38,2,1097865.45
Nagarbhavi,2,102.19,2,512337.21
Nagarbhavi,2,100.33,2,543387.95
Nagarbhavi,4,167.22,3,1996119.0
Nagarbhavi,2,113.81,2,643193.9
Nagasandra,2,91.04,2,532298.4
Nagasandra,4,222.97,4,1607984.75
Nagasandra,3,153.29,3,1053507.25
Nagasandra,2,139.35,2,1009149.05
Nagavara,1,37.16,1,155253.7
Nagavara,4,201.84,3,1330746.0
Nagavara,3,143.53,2,643193.9
Nagavara,3,215.44,3,1996119.0
Nagavara,3,225.75,4,1996119.0
Nagavara,2,86.96,2,445799.91
Nagavara,2,104.52,2,493484.97
Nagavara,2,122.17,2,776268.5
Nagavara,2,100.06,2,554477.5
Nagavara,4,231.88,4,1386193.75
Nagavara,2,103.12,2,498475.27
Nagavara,2,115.85,2,649404.05
Nagavarapalya,2,129.32,2,1097865.45
Nagavarapalya,1,65.5,1,582201.38
Nagavarapalya,3,120.77,3,887164.0
Nagavarapalya,1,65.5,1,632104.35
Nagavarapalya,1,65.5,1,609925.25
Nagavarapalya,1,65.5,1,632104.35
Nagavarapalya,2,124.02,2,1219850.5
Nagavarapalya,2,117.06,2,948156.52
Narayanapura,2,121.52,2,987413.53
Narayanapura,3,145.48,3,923759.51
Narayanapura,3,137.96,3,942611.75
Narayanapura,2,120.96,2,766287.9
Narayanapura,2,121.52,2,987413.53
Narayanapura,3,218.97,3,1497089.25
Narayanapura,3,218.97,3,1497089.25
Narayanapura,2,136.47,2,1099417.99
Neeladri Nagar,2,97.83,2,499029.75
Neeladri Nagar,2,126.63,2,754089.4
Neeladri Nagar,3,237.46,3,1474910.15
Neeladri Nagar,1,62.62,1,232880.55
Neeladri Nagar,1,48.96,1,288328.3
Neeladri Nagar,3,108.42,2,421402.9
Neeladri Nagar,2,98.48,2,388134.25
Neeladri Nagar,1,59.46,1,227335.77
Neeladri Nagar,2,102.66,2,332686.5
Neeladri Nagar,2,102.19,2,332686.5
Neeladri Nagar,3,196.12,3,1142223.65
Nehru Nagar,3,164.9,3,1219850.5
Nehru Nagar,4,219.53,5,1330746.0
Nehru Nagar,4,217.58,3,1275298.25
Nehru Nagar,2,89.84,2,455780.51
Nehru Nagar,3,127.65,3,798447.6
Nehru Nagar,3,155.52,3,998059.5
Nehru Nagar,3,117.89,2,698641.65
Nehru Nagar,2,102.19,2,554477.5
Nehru Nagar,3,155.52,3,898253.55
OMBR Layout,3,224.82,3,2051566.75
OMBR Layout,2,100.15,2,720820.75
OMBR Layout,2,102.29,2,726365.52
OMBR Layout,2,96.71,2,726365.52
OMBR Layout,2,120.77,2,887164.0
OMBR Layout,2,100.8,2,709731.2
OMBR Layout,3,172.33,3,1607984.75
OMBR Layout,2,97.55,2,532298.4
OMBR Layout,3,160.72,3,1031328.15
OMBR Layout,2,108.23,2,981425.17
OMBR Layout,2,102.29,2,731910.3
OMBR Layout,4,315.87,4,3049626.25
OMBR Layout,3,146.79,3,831716.25
Old Airport Road,4,253.81,4,2262268.2
Old Airport Road,3,174.19,2,1219850.5
Old Airport Road,4,311.78,4,2783477.05
Old Airport Road,2,112.04,2,831716.25
Old Airport Road,4,257.71,4,2295536.85
Old Airport Road,4,249.91,4,2118104.05
Old Airport Road,4,249.91,4,2206820.45
Old Airport Road,2,153.75,2,1082894.56
Old Airport Road,2,99.87,2,665373.0
Old Airport Road,3,172.61,2,1851954.85
Old Airport Road,2,106.84,2,998059.5
Old Airport Road,4,249.91,4,2118104.05
Old Airport Road,4,246.93,5,2073745.85
Old Airport Road,2,87.89,2,643193.9
Old Airport Road,4,257.71,4,2306626.4
Old Airport Road,4,257.71,4,2306626.4
Old Airport Road,4,297.29,4,3105074.0
Old Airport Road,4,249.91,4,2228999.55
Old Airport Road,2,106.37,2,831716.25
Old Airport Road,4,253.81,4,2151372.7
Old Airport Road,4,246.93,5,2095924.95
Old Airport Road,4,257.71,4,2184641.35
Old Airport Road,4,324.79,4,2905462.1
Old Airport Road,4,257.71,4,2184641.35
Old Airport Road,4,253.81,4,2262268.2
Old Airport Road,3,167.04,3,1663432.5
Old Airport Road,4,257.71,4,2306626.4
Old Airport Road,2,110.0,2,864984.9
Old Airport Road,4,325.53,4,2905462.1
Old Airport Road,2,98.01,2,831716.25
Old Madras Road,3,132.39,2,1042417.7
Old Madras Road,3,125.42,3,654172.55
Old Madras Road,2,86.86,2,499029.75
Old Madras Road,3,159.79,3,1108955.0
Old Madras Road,2,111.48,2,798447.6
Old Madras Road,2,113.81,2,593845.4
Old Madras Road,2,102.19,2,776268.5
Old Madras Road,2,108.79,2,831716.25
Old Madras Road,2,86.86,2,499029.75
Old Madras Road,2,98.94,2,530745.86
Old Madras Road,4,186.73,3,1386193.75
Old Madras Road,4,186.73,3,1275298.25
Old Madras Road,3,137.5,2,931522.2
Old Madras Road,2,112.41,2,820626.7
Old Madras Road,2,108.79,2,798447.6
Old Madras Road,3,137.5,3,1053507.25
Old Madras Road,3,132.39,2,824064.46
Old Madras Road,2,112.41,2,887164.0
Old Madras Road,3,172.71,3,1341835.55
Old Madras Road,4,371.61,4,2495148.75
Old Madras Road,4,362.32,4,1940671.25
Old Madras Road,3,213.68,3,1574716.1
Old Madras Road,2,112.41,2,887164.0
Old Madras Road,2,112.41,2,853895.35
Old Madras Road,2,123.56,2,820626.7
Old Madras Road,3,159.79,3,1175492.3
Old Madras Road,3,277.78,3,1885223.5
Old Madras Road,3,142.14,3,846576.25
Old Madras Road,2,108.79,2,809537.15
Old Madras Road,3,151.43,3,1219850.5
Old Madras Road,2,108.23,2,576656.6
Old Madras Road,2,245.26,2,1885223.5
Old Madras Road,2,108.23,2,570224.66
Padmanabhanagar,2,94.76,2,698641.65
Padmanabhanagar,2,109.25,2,687552.1
Padmanabhanagar,2,116.87,2,1275298.25
Padmanabhanagar,3,158.68,2,1003604.27
Padmanabhanagar,2,102.19,2,720820.75
Padmanabhanagar,4,315.87,3,2328805.5
Padmanabhanagar,3,142.23,2,831716.25
Padmanabhanagar,3,130.06,3,720820.75
Padmanabhanagar,3,126.35,2,831716.25
Padmanabhanagar,3,418.06,4,3992238.0
Padmanabhanagar,2,111.48,2,665373.0
Padmanabhanagar,3,158.86,2,1005045.92
Padmanabhanagar,2,92.9,1,998059.5
Padmanabhanagar,2,99.13,2,576656.6
Padmanabhanagar,3,116.13,2,776268.5
Padmanabhanagar,3,125.42,3,793457.3
Padmanabhanagar,3,126.35,3,831716.25
Padmanabhanagar,2,102.19,2,665373.0
Padmanabhanagar,3,190.54,3,1996119.0
Padmanabhanagar,3,190.54,3,1885223.5
Pai Layout,2,93.46,2,388134.25
Pai Layout,3,144.0,2,998059.5
Pai Layout,2,97.55,2,443582.0
Pai Layout,3,130.06,2,742999.85
Pai Layout,2,102.19,2,554477.5
Pai Layout,2,116.59,2,887164.0
Pai Layout,2,99.87,2,388134.25
Pai Layout,2,130.06,2,637649.12
Pai Layout,2,109.16,2,665373.0
Pai Layout,2,75.25,2,382589.47
Pai Layout,2,92.9,2,377044.7
Pai Layout,2,92.9,2,465761.1
Pai Layout,6,353.03,6,1940671.25
Pai Layout,2,99.22,2,532298.4
Pai Layout,3,140.28,2,720820.75
Pai Layout,3,139.35,2,643193.9
Pai Layout,3,148.64,2,720820.75
Panathur,2,126.25,2,964790.85
Panathur,2,133.59,2,1108955.0
Panathur,3,156.82,3,1308566.9
Panathur,3,157.47,3,998059.5
Panathur,2,111.3,2,853895.35
Panathur,2,109.62,2,776268.5
Panathur,3,143.63,3,1097865.45
Panathur,3,127.28,2,831716.25
Panathur,2,92.9,2,724147.61
Panathur,2,103.03,2,698641.65
Panathur,2,92.9,2,754089.4
Panathur,2,116.59,2,876074.45
Panathur,2,111.95,2,697532.69
Panathur,2,111.3,2,909343.1
Panathur,2,114.73,2,720820.75
Panathur,2,112.41,2,887164.0
Panathur,2,112.41,2,853895.35
Panathur,1,61.41,1,443582.0
Panathur,2,112.41,2,864984.9
Panathur,3,172.89,3,1020238.6
Panathur,2,97.55,2,665373.0
Panathur,2,129.88,2,1075686.35
Panathur,2,98.94,2,643193.9
Panathur,2,93.55,2,709731.2
Panathur,2,112.41,2,864208.63
Panathur,2,114.27,2,887164.0
Panathur,2,91.04,2,632104.35
Panathur,2,99.87,2,665373.0
Panathur,2,112.41,2,765178.95
Panathur,2,124.77,2,842805.8
Parappana Agrahara,2,110.93,2,521208.85
Parappana Agrahara,2,110.93,2,521208.85
Parappana Agrahara,2,110.93,2,510119.3
Parappana Agrahara,2,110.93,2,521208.85
Parappana Agrahara,2,110.93,2,510119.3
Parappana Agrahara,2,110.93,2,521208.85
Parappana Agrahara,2,110.93,2,521208.85
Parappana Agrahara,2,101.45,2,476850.65
Parappana Agrahara,2,110.93,2,499029.75
Parappana Agrahara,1,111.48,1,499029.75
Parappana Agrahara,2,110.93,2,510119.3
Parappana Agrahara,2,110.93,2,521208.85
Parappana Agrahara,2,110.93,2,521208.85
Parappana Agrahara,2,110.93,2,510119.3
Parappana Agrahara,2,110.93,2,510119.3
Pattandur Agrahara,3,144.0,2,887164.0
Pattandur Agrahara,2,95.22,2,493484.97
Pattandur Agrahara,2,115.85,2,663155.09
Pattandur Agrahara,2,83.61,2,465761.1
Pattandur Agrahara,2,120.96,2,731910.3
Pattandur Agrahara,3,144.0,2,887164.0
Pattandur Agrahara,2,115.85,2,691433.44
Pattandur Agrahara,2,125.42,2,754089.4
Poorna Pragna Layout,2,85.47,2,438591.7
Poorna Pragna Layout,3,137.03,2,654172.55
Poorna Pragna Layout,3,117.99,2,563238.24
Poorna Pragna Layout,2,107.77,2,514444.22
Poorna Pragna Layout,3,117.99,2,563238.24
Poorna Pragna Layout,3,117.99,2,563238.24
Poorna Pragna Layout,2,89.65,2,532298.4
Poorna Pragna Layout,3,125.88,2,645966.29
Poorna Pragna Layout,3,125.88,2,646188.08
Poorna Pragna Layout,3,137.03,2,654172.55
Poorna Pragna Layout,3,117.99,2,563238.24
Poorna Pragna Layout,2,107.77,2,514444.22
Poorna Pragna Layout,3,117.99,2,563238.24
Poorna Pragna Layout,2,107.77,2,514444.22
Poorna Pragna Layout,3,137.03,2,654172.55
Poorna Pragna Layout,3,117.99,2,563238.24
Poorna Pragna Layout,2,89.19,2,554477.5
Poorna Pragna Layout,3,117.99,2,563238.24
Prithvi Layout,4,188.41,4,1796507.1
Prithvi Layout,2,125.6,2,970335.62
Prithvi Layout,2,110.55,2,754089.4
Prithvi Layout,2,125.6,2,942611.75
Prithvi Layout,2,125.6,2,831716.25
Prithvi Layout,3,211.17,4,2439701.0
Prithvi Layout,2,125.6,3,1031328.15
Prithvi Layout,3,211.17,4,2129193.6
Prithvi Layout,2,125.6,2,798447.6
Prithvi Layout,3,195.09,3,1386193.75
R.T. Nagar,4,139.35,4,776268.5
R.T. Nagar,2,111.48,2,1330746.0
R.T. Nagar,3,144.93,3,942611.75
R.T. Nagar,2,96.62,2,510119.3
R.T. Nagar,2,111.48,2,499029.75
R.T. Nagar,2,114.73,2,720820.75
R.T. Nagar,3,105.91,3,1441641.5
R.T. Nagar,2,90.12,2,609925.25
R.T. Nagar,3,144.93,3,1386193.75
R.T. Nagar,2,111.48,2,665373.0
R.T. Nagar,3,156.08,3,798447.6
R.T. Nagar,3,130.06,2,864984.9
R.T. Nagar,3,111.48,3,1552537.0
R.T. Nagar,2,102.19,3,1386193.75
R.T. Nagar,2,106.84,2,798447.6
R.T. Nagar,4,139.35,4,2051566.75
R.T. Nagar,9,334.45,8,1829775.75
R.T. Nagar,2,100.33,2,532298.4
R.T. Nagar,2,123.1,2,576656.6
R.T. Nagar,4,167.22,3,1330746.0
R.T. Nagar,3,120.77,3,1607984.75
R.T. Nagar,3,139.35,2,776268.5
R.T. Nagar,2,102.19,2,942611.75
R.T. Nagar,3,154.87,3,1441641.5
Rachenahalli,2,97.55,2,577432.87
Rachenahalli,3,142.14,2,826171.47
Rachenahalli,2,97.55,2,615470.02
